Ticker, Routing, Documentation, Label,Smallest unit Decimal (number)
DVX_BNB,DVX.BNB,DRIVENx,DRIVENx,18
DW_BNB,DW.BNB,Dawn Wars,Dawn Wars,18
DWHX_BNB,DWHX.BNB,Diamond Whitex,Diamond Whitex,18
DWR_BNB,DWR.BNB,DogeWarrior,DogeWarrior,9
DXB_BNB,DXB.BNB,DXBPay,DXBPay,18
DXCT_BNB,DXCT.BNB,DNAxCAT,DNAxCAT,18
DXG_BNB,DXG.BNB,Dexigas,Dexigas,18
DXSANTA_BNB,DXSANTA.BNB,Doxxed Santa,Doxxed Santa,18
DXT_BNB,DXT.BNB,Dexit Network,Dexit Network,9
DXW_BNB,DXW.BNB,Dexscrow,Dexscrow,18
DYN_BNB,DYN.BNB,DYAKON,DYAKON,18
DYNA_BNB,DYNA.BNB,Dynamix,Dynamix,9
DYNMT_BNB,DYNMT.BNB,Dynamite Token,Dynamite Token,2
DYOR_BNB,DYOR.BNB,DYOR  OLD ,DYOR  OLD ,9
DYP_BNB,DYP.BNB,DeFi Yield Protocol,DeFi Yield Protocol,18
DYT_BNB,DYT.BNB,DoYourTip,DoYourTip,18
EAGON_BNB,EAGON.BNB,EagonSwap Token,EagonSwap Token,18
EARN_BNB,EARN.BNB,Yearn Classic Finan,Yearn Classic Finan,18
EARNPAY_BNB,EARNPAY.BNB,EarnPay,EarnPay,9
EARNX_BNB,EARNX.BNB,EarnX,EarnX,9
EARTH_BNB,EARTH.BNB,EarthChain,EarthChain,9
EB_BNB,EB.BNB,Endless Battlefield,Endless Battlefield,18
EBA_BNB,EBA.BNB,Elpis Battle,Elpis Battle,18
EBIRD_BNB,EBIRD.BNB,Early Bird,Early Bird,9
EBS_BNB,EBS.BNB,Ebisu Network,Ebisu Network,6
EBSC_BNB,EBSC.BNB,EarlyBSC,EarlyBSC,9
EBUSD_BNB,EBUSD.BNB,EarnBUSD,EarnBUSD,18
EBYT_BNB,EBYT.BNB,EarthByt,EarthByt,18
ECC_BNB,ECC.BNB,Empire Capital Toke,Empire Capital Toke,9
ECCHI_BNB,ECCHI.BNB,Ecchi Coin,Ecchi Coin,9
ECHO_BNB,ECHO.BNB,Token Echo,Token Echo,18
ECIO_BNB,ECIO.BNB,ECIO Space,ECIO Space,18
ECO_BNB,ECO.BNB,Ormeus Ecosystem,Ormeus Ecosystem,18
ECOIN_BNB,ECOIN.BNB,E coin Finance,E coin Finance,9
ECOP_BNB,ECOP.BNB,Eco DeFi,Eco DeFi,18
ECOT_BNB,ECOT.BNB,Echo Tech Coin,Echo Tech Coin,9
ECOV_BNB,ECOV.BNB,EcomVerse Finance,EcomVerse Finance,18
ECP_BNB,ECP.BNB,Eclipse,Eclipse,9
ECT_BNB,ECT.BNB,Ecochain Token,Ecochain Token,9
ECTO_BNB,ECTO.BNB,LittleGhosts Ectopl,LittleGhosts Ectopl,9
EDAC_BNB,EDAC.BNB,EDAC,EDAC,18
EDAO_BNB,EDAO.BNB,ElonDoge DAO,ElonDoge DAO,18
EDOGE_BNB,EDOGE.BNB,ElonDoge Token,ElonDoge Token,9
EDUX_BNB,EDUX.BNB,Edufex,Edufex,18
EEAT_BNB,EEAT.BNB,eEat,eEat,9
EFLOKI_BNB,EFLOKI.BNB,ElonFlokiInu,ElonFlokiInu,4
EFT_BNB,EFT.BNB,ETH Fan Token Ecosy,ETH Fan Token Ecosy,18
EFUN_BNB,EFUN.BNB,EFUN,EFUN,18
EFX_BNB,EFX.BNB,Earnfinex,Earnfinex,18
EGC_BNB,EGC.BNB,EverGrowCoin,EverGrowCoin,9
EGG_BNB,EGG.BNB,Waves Ducks,Waves Ducks,18
EGGP_BNB,EGGP.BNB,Eggplant Finance,Eggplant Finance,18
EGGPLANT_BNB,EGGPLANT.BNB,Eggplant,Eggplant,9
EGOH_BNB,EGOH.BNB,EGOH Finance,EGOH Finance,18
EGR_BNB,EGR.BNB,Egoras Rights,Egoras Rights,18
EGT_BNB,EGT.BNB,Evergreen Token,Evergreen Token,9
EHB_BNB,EHB.BNB,EarnHub,EarnHub,9
EIFI_BNB,EIFI.BNB,EIFI Finance,EIFI Finance,8
EINSTEIN_BNB,EINSTEIN.BNB,Polkadog V2 0,Polkadog V2 0,18
EJECT_BNB,EJECT.BNB,Eject,Eject,9
EJS_BNB,EJS.BNB,Enjinstarter,Enjinstarter,18
EKTA_BNB,EKTA.BNB,Ekta,Ekta,18
ELAND_BNB,ELAND.BNB,Etherland,Etherland,18
ELE_BNB,ELE.BNB,Eleven Finance,Eleven Finance,18
ELEF_BNB,ELEF.BNB,ELEF World,ELEF World,18
ELEN_BNB,ELEN.BNB,Everlens,Everlens,18
ELEPHANT_BNB,ELEPHANT.BNB,Elephant Money,Elephant Money,9
ELF_BNB,ELF.BNB,Elf Token,Elf Token,18
ELFI_BNB,ELFI.BNB,ELYFI,ELYFI,18
ELIXIR_BNB,ELIXIR.BNB,Starchi,Starchi,18
ELLO_BNB,ELLO.BNB,Ichello,Ichello,9
ELM_BNB,ELM.BNB,Elements,Elements,9
ELMON_BNB,ELMON.BNB,Elemon,Elemon,18
ELNC_BNB,ELNC.BNB,EloniumCoin,EloniumCoin,9
ELOIN_BNB,ELOIN.BNB,Eloin,Eloin,9
ELOINU_BNB,ELOINU.BNB,Elo Inu,Elo Inu,9
ELONBALLS_BNB,ELONBALLS.BNB,ELONBALLS,ELONBALLS,9
ELONGATE_BNB,ELONGATE.BNB,ElonGate,ElonGate,9
ELONGRAB_BNB,ELONGRAB.BNB,Elongrab,Elongrab,18
ELONJET_BNB,ELONJET.BNB,ElonJet,ElonJet,9
ELONMOON_BNB,ELONMOON.BNB,Elonmoon,Elonmoon,18
ELONOM_BNB,ELONOM.BNB,Elonomics,Elonomics,4
ELONPEG_BNB,ELONPEG.BNB,Elon Peg,Elon Peg,9
ELP_BNB,ELP.BNB,The Everlasting Par,The Everlasting Par,18
ELV_BNB,ELV.BNB,E leven,E leven,11
ELVES_BNB,ELVES.BNB,Elves Century,Elves Century,9
ELX_BNB,ELX.BNB,Energy Ledger,Energy Ledger,18
EMBR_BNB,EMBR.BNB,Embr,Embr,18
EMP_BNB,EMP.BNB,Emp Money,Emp Money,18
EMPIRE_BNB,EMPIRE.BNB,Empire Token,Empire Token,9
END_BNB,END.BNB,Endgame Token,Endgame Token,9
ENERGYX_BNB,ENERGYX.BNB,Safe Energy,Safe Energy,8
ENH_BNB,ENH.BNB,Enhance V2,Enhance V2,18
ENHANCE_BNB,ENHANCE.BNB,Enhance Token,Enhance Token,18
ENSP_BNB,ENSP.BNB,Eternal Spire V2,Eternal Spire V2,18
ENTIRE_BNB,ENTIRE.BNB,EntireSwap,EntireSwap,9
ENV_BNB,ENV.BNB,Envoy,Envoy,18
ENVIRO_BNB,ENVIRO.BNB,Enviro,Enviro,9
ENY_BNB,ENY.BNB,Energy Pay,Energy Pay,18
EOS_BNB,EOS.BNB,Binance Peg EOS,Binance Peg EOS,18
EPICHERO_BNB,EPICHERO.BNB,EpicHero,EpicHero,18
EPIK_BNB,EPIK.BNB,Epik Prime,Epik Prime,18
EPRINT_BNB,EPRINT.BNB,EverPrinter,EverPrinter,18
EPS_BNB,EPS.BNB,Ellipsis,Ellipsis,18
EPW_BNB,EPW.BNB,Evoverse Power,Evoverse Power,18
EQX_BNB,EQX.BNB,EQIFi,EQIFi,18
EQZ_BNB,EQZ.BNB,Equalizer,Equalizer,18
ERA_BNB,ERA.BNB,Era7,Era7,18
ERABBIT_BNB,ERABBIT.BNB,ELONs RABBIT,ELONs RABBIT,9
ERO_BNB,ERO.BNB,Eroverse,Eroverse,18
ERON_BNB,ERON.BNB,ERON,ERON,9
ERR_BNB,ERR.BNB,Coinerr,Coinerr,9
ERTH_BNB,ERTH.BNB,ERTH Token,ERTH Token,9
ERTHA_BNB,ERTHA.BNB,Ertha,Ertha,18
ERW_BNB,ERW.BNB,ZeLoop Eco Reward,ZeLoop Eco Reward,18
ESC_BNB,ESC.BNB,The Essential Coin,The Essential Coin,18
ESHARE_BNB,ESHARE.BNB,EMP Shares,EMP Shares,18
ESHIB_BNB,ESHIB.BNB,Shiba Elon,Shiba Elon,18
ESHK_BNB,ESHK.BNB,eShark Token,eShark Token,8
ESI_BNB,ESI.BNB,Evil Shiba Inu,Evil Shiba Inu,18
ESOL_BNB,ESOL.BNB,EVERSOL,EVERSOL,18
ESPRO_BNB,ESPRO.BNB,EsportsPro,EsportsPro,18
ESWAPV2_BNB,ESWAPV2.BNB,eSwapping v2,eSwapping v2,8
ETA_BNB,ETA.BNB,Ethera,Ethera,9
ETB_BNB,ETB.BNB,Ethera Black,Ethera Black,9
ETCH_BNB,ETCH.BNB,ElonTech,ElonTech,18
ETER_BNB,ETER.BNB,Eterland,Eterland,18
ETERNAL_BNB,ETERNAL.BNB,CryptoMines Eternal,CryptoMines Eternal,18
ETGL_BNB,ETGL.BNB,EternalGirl,EternalGirl,9
ETH_BNB,ETH.BNB,Ethereum  Wormhole ,Ethereum  Wormhole ,18
ETHBACK_BNB,ETHBACK.BNB,EtherBack,EtherBack,18
ETHE_BNB,ETHE.BNB,ETHEKing,ETHEKing,18
ETHFIN_BNB,ETHFIN.BNB,Ethernal Finance,Ethernal Finance,18
ETHM_BNB,ETHM.BNB,Ethereum Meta,Ethereum Meta,18
ETHO_BNB,ETHO.BNB,Etho Protocol,Etho Protocol,18
ETHOS_BNB,ETHOS.BNB,Ethos Project,Ethos Project,18
ETHPAD_BNB,ETHPAD.BNB,ETHPad,ETHPad,18
ETHZILLA_BNB,ETHZILLA.BNB,EthZilla,EthZilla,18
ETM_BNB,ETM.BNB,EtherSmart,EtherSmart,18
ETNA_BNB,ETNA.BNB,ETNA Network,ETNA Network,18
ETS_BNB,ETS.BNB,Ethersniper,Ethersniper,18
EULER_BNB,EULER.BNB,Euler Tools,Euler Tools,18
EUT_BNB,EUT.BNB,Eutaria,Eutaria,18
EVA_BNB,EVA.BNB,Evagrow Coin,Evagrow Coin,9
EVAI_BNB,EVAI.BNB,Evai,Evai,8
EVAPE_BNB,EVAPE.BNB,EveryApe BSC,EveryApe BSC,9
EVCOIN_BNB,EVCOIN.BNB,EverestCoin,EverestCoin,9
EVDC_BNB,EVDC.BNB,Electric Vehicle Di,Electric Vehicle Di,9
EVER_BNB,EVER.BNB,EverSwap,EverSwap,9
EVERBNB_BNB,EVERBNB.BNB,EverBNB,EverBNB,18
EVERDOT_BNB,EVERDOT.BNB,EverDot,EverDot,18
EVERETH_BNB,EVERETH.BNB,EverETH,EverETH,9
EVERGAIN_BNB,EVERGAIN.BNB,EverGain,EverGain,18
EVI_BNB,EVI.BNB,Eagle Vision,Eagle Vision,18
EVILSQUID_BNB,EVILSQUID.BNB,EvilSquidGame,EvilSquidGame,18
EVM_BNB,EVM.BNB,EverMars,EverMars,9
EVO_BNB,EVO.BNB,Evolution Token,Evolution Token,18
EVOC_BNB,EVOC.BNB,EvoCardano,EvoCardano,18
EVRF_BNB,EVRF.BNB,EverReflect,EverReflect,18
EVU_BNB,EVU.BNB,Evulus,Evulus,9
EXIP_BNB,EXIP.BNB,EXIP,EXIP,18
EXO_BNB,EXO.BNB,Exohood,Exohood,18
EXPR_BNB,EXPR.BNB,Experiencer,Experiencer,9
EXZO_BNB,EXZO.BNB,ExzoCoin 2 0,ExzoCoin 2 0,9
EYE_BNB,EYE.BNB,MeDIA eYe,MeDIA eYe,18
EZ_BNB,EZ.BNB,EasyFi V2,EasyFi V2,18
F11_BNB,F11.BNB,First Eleven,First Eleven,18
F2C_BNB,F2C.BNB,Ftribe Fighters,Ftribe Fighters,18
FABRIC_BNB,FABRIC.BNB,MetaFabric,MetaFabric,18
FACTORY_BNB,FACTORY.BNB,Memecoin Factory,Memecoin Factory,18
FACTR_BNB,FACTR.BNB,Defactor,Defactor,18
FADO_BNB,FADO.BNB,FADO Go,FADO Go,18
FAF_BNB,FAF.BNB,Fairface,Fairface,18
FAFI_BNB,FAFI.BNB,Famous Five,Famous Five,18
FAIRLIFE_BNB,FAIRLIFE.BNB,FairLife,FairLife,8
FALAFEL_BNB,FALAFEL.BNB,Falafel,Falafel,9
FALCONS_BNB,FALCONS.BNB,Falcon Swaps,Falcon Swaps,18
FALCX_BNB,FALCX.BNB,FalconX,FalconX,9
FAM_BNB,FAM.BNB,FAM Token,FAM Token,18
FAMY_BNB,FAMY.BNB,FarmYield,FarmYield,18
FAN_BNB,FAN.BNB,Fanadise,Fanadise,18
FAN8_BNB,FAN8.BNB,Fan8,Fan8,18
FANTA_BNB,FANTA.BNB,Football Fantasy Pr,Football Fantasy Pr,18
FANTOMAPES_BNB,FANTOMAPES.BNB,Fantom of the Opera,Fantom of the Opera,9
FARA_BNB,FARA.BNB,FaraLand,FaraLand,18
FARM_BNB,FARM.BNB,Harvest Finance,Harvest Finance,18
FAST_BNB,FAST.BNB,Fastswap  BSC ,Fastswap  BSC ,18
FASTMOON_BNB,FASTMOON.BNB,FastMoon,FastMoon,9
FATCAKE_BNB,FATCAKE.BNB,FatCake,FatCake,18
FATE_BNB,FATE.BNB,Fate Token,Fate Token,18
FATHER_BNB,FATHER.BNB,DogeFather Token,DogeFather Token,9
FATOSHI_BNB,FATOSHI.BNB,Fat Satoshi,Fat Satoshi,18
FAVE_BNB,FAVE.BNB,Favecoin,Favecoin,7
FBB_BNB,FBB.BNB,Foxboy,Foxboy,18
FBNB_BNB,FBNB.BNB,ForeverBNB,ForeverBNB,4
FBRO_BNB,FBRO.BNB,FlokiBro,FlokiBro,18
FBX_BNB,FBX.BNB,ForthBox,ForthBox,18
FCB_BNB,FCB.BNB,ForceCowBoy,ForceCowBoy,18
FCF_BNB,FCF.BNB,French Connection F,French Connection F,18
FCN_BNB,FCN.BNB,Feichang Niu,Feichang Niu,18
FCP_BNB,FCP.BNB,Filipcoin,Filipcoin,18
FCT_BNB,FCT.BNB,FuturesCash,FuturesCash,18
FDM_BNB,FDM.BNB,Freedom,Freedom,18
FDOGE_BNB,FDOGE.BNB,First Doge Finance,First Doge Finance,9
FEAR_BNB,FEAR.BNB,Fear,Fear,18
FEB_BNB,FEB.BNB,ForeverBlast,ForeverBlast,9
FEED_BNB,FEED.BNB,Feeder Finance,Feeder Finance,18
FEEL_BNB,FEEL.BNB,FeelCoin,FeelCoin,18
FEG_BNB,FEG.BNB,FEG Token BSC,FEG Token BSC,9
FEGN_BNB,FEGN.BNB,Fegnomics,Fegnomics,4
FENIX_BNB,FENIX.BNB,Fenix Finance,Fenix Finance,18
FENOMY_BNB,FENOMY.BNB,Fenomy,Fenomy,9
FES_BNB,FES.BNB,FeedEveryShiba,FeedEveryShiba,9
FESBNB_BNB,FESBNB.BNB,FesBNB,FesBNB,18
FET_BNB,FET.BNB,Fetch ai,Fetch ai,18
FETCH_BNB,FETCH.BNB,MoonRetriever,MoonRetriever,9
FEVR_BNB,FEVR.BNB,RealFevr,RealFevr,18
FFA_BNB,FFA.BNB,FFA Games,FFA Games,18
FFT_BNB,FFT.BNB,Farm Finance,Farm Finance,18
FG_BNB,FG.BNB,Farmageddon,Farmageddon,9
FGSPORT_BNB,FGSPORT.BNB,FootBallGo,FootBallGo,18
FHTN_BNB,FHTN.BNB,Fishing Town,Fishing Town,18
FIA_BNB,FIA.BNB,FIA Protocol,FIA Protocol,18
FIBO_BNB,FIBO.BNB,FibSwap DEX,FibSwap DEX,9
FICO_BNB,FICO.BNB,Fish Crypto,Fish Crypto,18
FIDL_BNB,FIDL.BNB,Trapeza Protocol,Trapeza Protocol,9
FIESTA_BNB,FIESTA.BNB,FiestaCoin,FiestaCoin,9
FIG_BNB,FIG.BNB,FlowCom,FlowCom,8
FIGHT_BNB,FIGHT.BNB,Crypto Fight Club,Crypto Fight Club,18
FIL_BNB,FIL.BNB,Binance Peg Filecoi,Binance Peg Filecoi,18
FINA_BNB,FINA.BNB,Defina Finance,Defina Finance,18
FINE_BNB,FINE.BNB,Refinable,Refinable,18
FINIX_BNB,FINIX.BNB,Definix,Definix,18
FINO_BNB,FINO.BNB,FINO DAO,FINO DAO,18
FINS_BNB,FINS.BNB,Fins Token,Fins Token,18
FIRE_BNB,FIRE.BNB,Fire Token,Fire Token,18
FIREROCKET_BNB,FIREROCKET.BNB,FireRocket,FireRocket,9
FIRO_BNB,FIRO.BNB,Binance Peg Firo,Binance Peg Firo,8
FIRSTDOGE_BNB,FIRSTDOGE.BNB,FirstDoge,FirstDoge,18
FIRSTHARE_BNB,FIRSTHARE.BNB,FirstHare,FirstHare,9
FISH_BNB,FISH.BNB,Metafish,Metafish,18
FIT_BNB,FIT.BNB,FIT Token,FIT Token,18
FIWA_BNB,FIWA.BNB,Defi Warrior,Defi Warrior,18
FJB_BNB,FJB.BNB,Let s Go Brandon Co,Let s Go Brandon Co,9
FLAFLO_BNB,FLAFLO.BNB,Flappy Floki,Flappy Floki,18
FLAG_BNB,FLAG.BNB,Flag Network,Flag Network,18
FLASH_BNB,FLASH.BNB,Flash Token,Flash Token,18
FLETA_BNB,FLETA.BNB,FLETA,FLETA,18
FLIP_BNB,FLIP.BNB,FlipStar,FlipStar,18
FLISHU_BNB,FLISHU.BNB,FloKishu,FloKishu,18
FLN_BNB,FLN.BNB,Flinch,Flinch,9
FLOBO_BNB,FLOBO.BNB,FlokiBonk,FlokiBonk,9
FLOGE_BNB,FLOGE.BNB,Flokidoge,Flokidoge,9
FLOKACHU_BNB,FLOKACHU.BNB,Flokachu Token,Flokachu Token,9
FLOKI_BNB,FLOKI.BNB,Floki Inu,Floki Inu,9
FLOKICOKE_BNB,FLOKICOKE.BNB,FlokiCoke,FlokiCoke,9
FLOKIELON_BNB,FLOKIELON.BNB,Floki Elon,Floki Elon,9
FLOKIFRUNKPUPPY_BNB,FLOKIFRUNKPUPPY.BNB,FlokiFrunkPuppy,FlokiFrunkPuppy,18
FLOKIG_BNB,FLOKIG.BNB,FlokiGravity,FlokiGravity,9
FLOKILOKI_BNB,FLOKILOKI.BNB,FlokiLoki,FlokiLoki,4
FLOKIM_BNB,FLOKIM.BNB,Flokimooni,Flokimooni,18
FLOKIMONK_BNB,FLOKIMONK.BNB,Floki Monk,Floki Monk,9
FLOKIN_BNB,FLOKIN.BNB,Flokinomics,Flokinomics,4
FLOKIPAD_BNB,FLOKIPAD.BNB,FlokiPad,FlokiPad,18
FLOKIS_BNB,FLOKIS.BNB,FlokiSwap,FlokiSwap,9
FLOKIZ_BNB,FLOKIZ.BNB,FlokiZap,FlokiZap,18
FLOM_BNB,FLOM.BNB,Flokimars,Flokimars,9
FLOSHIN_BNB,FLOSHIN.BNB,Floshin,Floshin,18
FLOV_BNB,FLOV.BNB,Valentine Floki,Valentine Floki,18
FLPD_BNB,FLPD.BNB,FlappyDoge,FlappyDoge,18
FLQ_BNB,FLQ.BNB,FlexQ,FlexQ,9
FLRS_BNB,FLRS.BNB,Flourish Coin,Flourish Coin,9
FLUF_BNB,FLUF.BNB,Fluffy Coin,Fluffy Coin,18
FLURRY_BNB,FLURRY.BNB,Flurry Finance,Flurry Finance,18
FLUX_BNB,FLUX.BNB,Flux Protocol,Flux Protocol,18
FLVR_BNB,FLVR.BNB,Flavors BSC,Flavors BSC,9
FLX_BNB,FLX.BNB,Felix,Felix,9
FLY_BNB,FLY.BNB,Franklin,Franklin,4
FMAN_BNB,FMAN.BNB,Florida Man,Florida Man,18
FMB_BNB,FMB.BNB,Farmbit,Farmbit,18
FMK_BNB,FMK.BNB,Fawkes Mask,Fawkes Mask,9
FMON_BNB,FMON.BNB,FlokiMON,FlokiMON,18
FMT_BNB,FMT.BNB,Finminity,Finminity,18
FNDZ_BNB,FNDZ.BNB,FNDZ Token,FNDZ Token,18
FNG_BNB,FNG.BNB,Fungie DAO,Fungie DAO,18
FOA_BNB,FOA.BNB,Fragments of Arker,Fragments of Arker,18
FOC_BNB,FOC.BNB,TheForce Trade,TheForce Trade,18
FOHO_BNB,FOHO.BNB,Foho Coin,Foho Coin,8
FOMO_BNB,FOMO.BNB,Fomo Labs,Fomo Labs,18
FOMOBABY_BNB,FOMOBABY.BNB,FOMO BABY,FOMO BABY,9
FOMOETH_BNB,FOMOETH.BNB,FomoETH,FomoETH,9
FONT_BNB,FONT.BNB,Font,Font,18
FOOD_BNB,FOOD.BNB,Food Bank,Food Bank,9
FOOFIGHT_BNB,FOOFIGHT.BNB,Fruit Fighters,Fruit Fighters,9
FOOT_BNB,FOOT.BNB,BIGFOOT,BIGFOOT,18
FOOTIE_BNB,FOOTIE.BNB,Footie Plus,Footie Plus,18
FOR_BNB,FOR.BNB,ForTube,ForTube,18
FORCE_BNB,FORCE.BNB,MoonForce,MoonForce,9
FOREVERPUMP_BNB,FOREVERPUMP.BNB,Forever Pump,Forever Pump,9
FORINT_BNB,FORINT.BNB,Forint,Forint,18
FORM_BNB,FORM.BNB,Formation FI,Formation FI,18
FORS_BNB,FORS.BNB,Forus,Forus,18
FOUR_BNB,FOUR.BNB,4thpillar technolog,4thpillar technolog,18
FOX_BNB,FOX.BNB,Fox Finance,Fox Finance,9
FOXGIRL_BNB,FOXGIRL.BNB,FoxGirl,FoxGirl,18
FOXT_BNB,FOXT.BNB,Fox Trading Token,Fox Trading Token,18
FOXY_BNB,FOXY.BNB,Foxy Equilibrium,Foxy Equilibrium,9
FPET_BNB,FPET.BNB,Flokipetworld,Flokipetworld,18
FPL_BNB,FPL.BNB,Farm Planet,Farm Planet,9
FPS_BNB,FPS.BNB,MetaPlayers gg,MetaPlayers gg,18
FPUMP_BNB,FPUMP.BNB,Forrest Pump,Forrest Pump,18
FQS_BNB,FQS.BNB,FqSwap,FqSwap,9
FR_BNB,FR.BNB,Freedom Reserve,Freedom Reserve,18
FRANK_BNB,FRANK.BNB,Frankenstein Financ,Frankenstein Financ,18
FRAT_BNB,FRAT.BNB,Frat,Frat,18
FRAX_BNB,FRAX.BNB,Frax,Frax,18
FREE_BNB,FREE.BNB,FREEdom coin,FREEdom coin,18
FREEDOM_BNB,FREEDOM.BNB,Free Novak,Free Novak,9
FREEMOON_BNB,FREEMOON.BNB,Freemoon,Freemoon,9
FREL_BNB,FREL.BNB,Freela,Freela,18
FREN_BNB,FREN.BNB,FREN,FREN,9
FRF_BNB,FRF.BNB,France REV Finance,France REV Finance,8
FRM_BNB,FRM.BNB,Ferrum Network,Ferrum Network,18
FRMX_BNB,FRMX.BNB,FRMx Token,FRMx Token,18
FROGE_BNB,FROGE.BNB,Froge Finance,Froge Finance,9
FRONT_BNB,FRONT.BNB,Frontier,Frontier,18
FROSTEDCAKE_BNB,FROSTEDCAKE.BNB,Frosted Cake,Frosted Cake,18
FROSTYFLOKI_BNB,FROSTYFLOKI.BNB,Frosty Floki V2,Frosty Floki V2,18
FROYO_BNB,FROYO.BNB,Froyo Games,Froyo Games,18
FROZEN_BNB,FROZEN.BNB,FrozenCake,FrozenCake,18
FRT_BNB,FRT.BNB,Fertilizer,Fertilizer,18
FRUIT_BNB,FRUIT.BNB,Fruit,Fruit,18
FSDCOIN_BNB,FSDCOIN.BNB,FSD Coin,FSD Coin,9
FSH_BNB,FSH.BNB,Fusion Heroes,Fusion Heroes,18
FSHIB_BNB,FSHIB.BNB,Floki Shiba,Floki Shiba,9
FSHIBBY_BNB,FSHIBBY.BNB,Findshibby,Findshibby,18
FSINU_BNB,FSINU.BNB,Flappy Shiba Inu,Flappy Shiba Inu,9
FSN_BNB,FSN.BNB,FUSION,FUSION,18
FST_BNB,FST.BNB,Fans Squid,Fans Squid,9
FSTAR_BNB,FSTAR.BNB,Future Star,Future Star,9
FSXU_BNB,FSXU.BNB,FlashX Ultra,FlashX Ultra,8
FTD_BNB,FTD.BNB,Fantasy Doge,Fantasy Doge,9
FTE_BNB,FTE.BNB,Fishy Tank Token,Fishy Tank Token,18
FTM_BNB,FTM.BNB,Fantom,Fantom,18
FTS_BNB,FTS.BNB,FootballStars,FootballStars,18
FTT_BNB,FTT.BNB,FTX  Wormhole ,FTX  Wormhole ,18
FUD_BNB,FUD.BNB,FUDcoin Official,FUDcoin Official,9
FUEL_BNB,FUEL.BNB,Jetfuel Finance,Jetfuel Finance,18
FUFU_BNB,FUFU.BNB,Fufu,Fufu,18
FUKU_BNB,FUKU.BNB,Furukuru,Furukuru,18
FUMA_BNB,FUMA.BNB,Fuma Finance,Fuma Finance,9
FUPS_BNB,FUPS.BNB,Feed Pups,Feed Pups,18
FUR_BNB,FUR.BNB,Pagan Gods Fur toke,Pagan Gods Fur toke,10
FUSE_BNB,FUSE.BNB,Fuse,Fuse,18
FUSII_BNB,FUSII.BNB,Fusible,Fusible,18
FUTURE_BNB,FUTURE.BNB,FutureCoin,FutureCoin,18
FVP_BNB,FVP.BNB,FisherVsPirate,FisherVsPirate,18
FVT_BNB,FVT.BNB,Finance Vote,Finance Vote,18
FWT_BNB,FWT.BNB,Freeway Token,Freeway Token,18
FXS_BNB,FXS.BNB,Frax Share,Frax Share,18
FZL_BNB,FZL.BNB,FrogZilla,FrogZilla,18
G2_BNB,G2.BNB,G2 Crypto Gaming   ,G2 Crypto Gaming   ,9
G9_BNB,G9.BNB,GoldenDiamond9,GoldenDiamond9,18
GA_BNB,GA.BNB,Golden Age,Golden Age,18
GABECOIN_BNB,GABECOIN.BNB,Gabecoin,Gabecoin,9
GAC_BNB,GAC.BNB,GACUBE,GACUBE,18
GAFI_BNB,GAFI.BNB,GameFi,GameFi,18
GAIA_BNB,GAIA.BNB,Gaia Everworld,Gaia Everworld,18
GAIN_BNB,GAIN.BNB,Gain Protocol,Gain Protocol,9
GAINS_BNB,GAINS.BNB,Gains,Gains,18
GAINZ_BNB,GAINZ.BNB,FlokiGainz,FlokiGainz,6
GAL_BNB,GAL.BNB,Gallant,Gallant,9
GALA_BNB,GALA.BNB,Gala,Gala,18
GALAXY_BNB,GALAXY.BNB,GalaxyBUSD,GalaxyBUSD,9
GALAXYDOGE_BNB,GALAXYDOGE.BNB,Galaxy Doge,Galaxy Doge,9
GALS_BNB,GALS.BNB,Galaxy Surge,Galaxy Surge,9
GAM_BNB,GAM.BNB,Gamma Token,Gamma Token,18
GAME_BNB,GAME.BNB,Gamestarter,Gamestarter,5
GAME1_BNB,GAME1.BNB,Game1Network,Game1Network,18
GAMEBOX_BNB,GAMEBOX.BNB,Gamebox,Gamebox,9
GAMER_BNB,GAMER.BNB,GameStation,GameStation,18
GAMESAFE_BNB,GAMESAFE.BNB,Gamesafe,Gamesafe,9
GAMI_BNB,GAMI.BNB,GAMI World,GAMI World,6
GAMINGDOGE_BNB,GAMINGDOGE.BNB,Gaming Doge,Gaming Doge,9
GAMINGSHIBA_BNB,GAMINGSHIBA.BNB,GamingShiba,GamingShiba,9
GAMMA_BNB,GAMMA.BNB,Green Planet,Green Planet,18
GAN_BNB,GAN.BNB,Galactic Arena  The,Galactic Arena  The,18
GANY_BNB,GANY.BNB,Ganymede,Ganymede,18
GAR_BNB,GAR.BNB,Kangaroo,Kangaroo,18
GART_BNB,GART.BNB,Griffin Art,Griffin Art,9
GAT_BNB,GAT.BNB,Game Ace Token,Game Ace Token,18
GATOR_BNB,GATOR.BNB,GatorSwap,GatorSwap,18
GBAG_BNB,GBAG.BNB,Giftbag,Giftbag,9
GBOX_BNB,GBOX.BNB,GBOX,GBOX,18
GBYTE_BNB,GBYTE.BNB,Obyte,Obyte,18
GCAKE_BNB,GCAKE.BNB,Pancake Games,Pancake Games,18
GCME_BNB,GCME.BNB,GoCryptoMe,GoCryptoMe,9
GDILDO_BNB,GDILDO.BNB,Green Dildo Finance,Green Dildo Finance,9
GDM_BNB,GDM.BNB,Goldmoney,Goldmoney,18
GDOGE_BNB,GDOGE.BNB,GDOGE Finance,GDOGE Finance,9
GDP_BNB,GDP.BNB,Gold Pegas,Gold Pegas,18
